Player,Top team,Last team,Number of teams,Taxi-eligible,Points,Points (full career),Avg points,Avg points (full career),Adjusted Avg points,Times as Player of the week?,Times as QB of the week?,Times as RB of the week?,Times as WR of the week?,Times as TE of the week?,Times as Benchwarmer of the week?,Times as Bench QB of the week?,Times as Bench RB of the week?,Times as Bench WR of the week?,Times as Bench TE of the week?,Times as Highest starter on team?,Times as Lowest starter on team?,Times as Captain?,Number of Add/Drops,Number of drops,Number of trades,Starter scoring volatility,Starter scoring floor,Starter scoring ceiling,Starter boom %,Starter bust %,Starter upper quartile %,Starter middle 50% %,Starter lower quartile %,Starter PAR,Starter PAR per game,Rostered scoring volatility,Rostered scoring floor,Rostered scoring ceiling,Rostered boom %,Rostered bust %,Rostered upper quartile %,Rostered middle 50% %,Rostered lower quartile %,Rostered consistency percentile,Rostered floor percentile,Rostered ceiling percentile,Consistency percentile,Floor percentile,Ceiling percentile,Weeks missed due to injury,Weeks missed due to suspension,Weeks as starter,Weeks on bench,Weeks rostered,% of starts,Win % as starter,Win % while rostered,Championships rostered by,Championships started by,Championships started in,Total points as starter,% of league points,PPG starter,Adjusted PPG starter,PPG bench,Adjusted PPG bench,PPG starter vs bench diff
Kellen Mond,Oliverwkw,Oliverwkw,2,False,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,,,,,,,,,,,,0.2,0.2,0.0,100.0,0.0,0.0,0.0,,60.0,6.3,,,,0,0,0,1,1,0.0,,,0,0,0,0.0,0.0,,,0.2,0.2,-0.2
Kendre Miller,BROsenzweig,BROsenzweig,1,False,90.8,114.7,1.780392156862745,5.4619,4.54,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1.56,2.9,5.1,0.0,100.0,0.0,0.0,0.0,-4.31,-2.16,3.52,0.0,13.0,0.0,70.0,0.0,15.0,15.0,81.6,29.5,32.8,97.3,46.4,9.6,28,0,2,49,51,0.0392,,0.5294,0,0,0,8.0,0.0001,4.0,4.0,1.6898,4.6,-0.6
Kendrick Bourne,AceMatthew,AceMatthew,3,False,77.1,931.7,8.566666666666666,7.7,8.5667,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,0,2.62,12.6,16.3,0.0,0.0,0.0,100.0,0.0,16.17,8.08,6.2,0.3,19.2,0.0,22.2,0.0,33.3,44.4,50.6,67.0,45.2,94.1,97.3,31.3,0,0,2,7,9,0.2222,,0.7778,0,0,0,28.9,0.0003,14.45,14.45,6.8857,6.8857,7.5643
Kene Nwangwu,LWebs53,LWebs53,1,False,,40.7,,0.925,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,,,0,0,0,0.0,0.0,,,,,
Kenneth Walker,BROsenzweig,BROsenzweig,1,False,790.1,918.2,11.287142857142857,14.3469,13.8614,0,0,1,0,0,0,0,2,0,0,3,5,0,0,0,0,7.1,2.6,30.6,7.1,11.9,9.5,54.8,16.7,285.9,6.81,7.98,2.6,34.1,8.8,14.0,10.5,49.1,17.5,20.3,80.9,86.6,50.0,40.7,75.7,9,0,42,28,70,0.6,0.5238,0.5429,0,0,0,577.8,0.005,13.7571,13.7571,7.5821,14.1533,-0.3962
Kenny Gainwell,BROsenzweig,JacobRosenzweig,6,False,462.78,670.68,6.70695652173913,7.0598,7.2309,0,0,0,0,0,0,0,0,0,0,0,3,0,16,8,3,4.59,0.0,11.6,0.0,42.9,0.0,28.6,28.6,-4.18,-0.6,6.98,0.0,31.4,3.1,50.0,3.1,21.9,21.9,37.4,29.5,79.2,83.6,6.1,22.9,2,0,7,62,69,0.1014,0.0,0.4493,2,0,0,39.7,0.0003,5.6714,5.6714,6.8239,7.4225,-1.7511
Kenny Golladay,AceMatthew,LWebs53,4,False,153.9,628.1,4.397142857142858,11.2161,7.695,0,0,0,0,0,1,0,0,0,0,0,2,0,3,2,2,6.86,0.0,17.4,0.0,33.3,0.0,44.4,22.2,18.83,2.09,6.24,0.0,17.7,0.0,30.0,0.0,45.0,25.0,50.2,38.0,42.4,62.5,19.3,33.3,13,0,9,26,35,0.2571,0.3333,0.4571,1,0,0,72.3,0.0006,8.0333,8.0333,3.1385,7.4182,0.6151
Kenny Pickett,BROsenzweig,stevenb123,4,False,267.56,288.22,5.145384615384615,7.2055,6.0809,0,0,0,0,0,0,0,0,0,0,0,1,0,9,5,2,8.37,1.26,18.5,0.0,40.0,0.0,60.0,0.0,6.62,1.32,6.23,-0.2,19.06,0.0,56.8,0.0,15.9,27.3,78.8,30.0,29.5,32.2,25.0,23.5,5,0,5,47,52,0.0962,0.6,0.4231,0,0,0,53.88,0.0005,10.776,10.776,4.5464,5.479,5.297
Kenyan Drake,JacobRosenzweig,LWebs53,3,False,282.1,812.3,8.297058823529412,11.4408,10.4481,0,0,0,0,0,0,0,0,0,0,1,2,0,5,3,1,8.22,2.9,28.4,9.1,27.3,9.1,45.5,9.1,51.94,4.72,7.25,0.2,28.4,3.7,33.3,7.4,48.1,7.4,32.4,48.1,73.3,29.1,46.4,70.0,5,0,11,23,34,0.3235,0.3636,0.3235,1,0,0,130.3,0.0011,11.8455,11.8455,6.6,9.4875,2.358
Kenyon Sadiq,Oliverwkw,Oliverwkw,1,True,15.100000000000001,15.1,7.550000000000001,7.55,7.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,5.44,3.7,11.4,0.0,0.0,0.0,50.0,50.0,55.8,92.0,29.5,,,,0,0,0,2,2,0.0,,,0,0,0,0.0,0.0,,,7.55,7.55,-7.55
Keon Coleman,JacobRosenzweig,JacobRosenzweig,1,False,212.4,247.1,5.9,7.7219,8.1692,0,0,0,0,0,1,0,0,1,0,0,4,0,0,0,0,3.8,0.0,10.3,0.0,20.0,0.0,20.0,60.0,0.28,0.06,5.82,0.0,25.2,0.0,26.9,3.8,42.3,26.9,57.1,38.0,61.6,86.7,19.3,18.7,8,0,5,31,36,0.1389,0.4,0.3333,0,0,0,27.9,0.0002,5.58,5.58,5.9516,8.7857,-3.2057
Kerryon Johnson,plehv79,LWebs53,3,False,26.4,296.2,6.6,9.2563,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,,,,,,,,,,,4.75,1.4,11.8,0.0,50.0,0.0,50.0,0.0,69.2,70.3,30.2,,,,0,0,0,4,4,0.0,,,0,0,0,0.0,0.0,,,6.6,6.6,-6.6
KhaDarel Hodge,stevenb123,stevenb123,1,False,0.0,193.4,0.0,2.2488,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,,,,,,,,,,,,0.0,0.0,0.0,100.0,0.0,0.0,0.0,,38.0,3.0,,,,0,0,0,1,1,0.0,,,0,0,0,0.0,0.0,,,0.0,0.0,0.0
Khalil Herbert,AceMatthew,plehv79,4,False,304.4,345.3,5.340350877192982,6.0579,7.0791,0,0,0,0,0,0,0,1,0,0,0,1,0,8,4,1,6.95,1.3,18.3,0.0,40.0,0.0,40.0,20.0,12.45,2.49,7.51,-0.7,30.9,2.3,48.8,4.7,20.9,23.3,27.4,5.7,77.8,53.6,22.1,40.0,11,0,5,52,57,0.0877,0.6,0.5088,1,0,0,41.8,0.0004,8.36,8.36,5.05,6.9105,1.4495
Khalil Shakir,JacobRosenzweig,JacobRosenzweig,4,False,428.1,623.6,7.644642857142857,9.1706,8.3941,0,0,0,0,0,0,0,0,0,0,2,2,0,7,3,1,6.49,0.0,21.6,0.0,17.6,17.6,47.1,17.6,90.02,5.3,6.33,0.0,21.6,0.0,35.3,5.9,45.1,13.7,49.4,38.0,50.8,69.5,19.3,45.3,1,0,17,39,56,0.3036,0.2353,0.375,1,0,0,185.0,0.0016,10.8824,10.8824,6.2333,7.15,3.7324
Kimani Vidal,BROsenzweig,BROsenzweig,2,False,143.7,155.7,4.955172413793103,6.4875,7.5632,0,0,0,0,0,0,0,1,0,0,0,1,0,3,2,1,,2.0,2.0,0.0,100.0,0.0,0.0,0.0,-2.9,-2.9,7.55,0.7,22.8,0.0,57.9,10.5,21.1,10.5,25.5,59.2,52.8,,32.1,4.3,8,0,1,28,29,0.0345,,0.6207,0,0,0,2.0,0.0,2.0,2.0,5.0607,7.8722,-5.8722
Kirk Cousins,shmuel256,shmuel256,4,False,931.02,1879.56,12.581351351351351,16.0646,15.2626,0,0,0,0,0,0,4,0,0,0,1,2,0,9,5,3,7.3,2.2,32.4,3.4,6.9,20.7,51.7,17.2,245.12,8.45,8.26,0.0,34.36,3.3,18.0,14.8,44.3,19.7,29.4,47.4,74.7,55.9,32.4,61.8,9,0,29,45,74,0.3919,0.5862,0.6486,3,3,2,523.38,0.0045,18.0476,18.0476,9.0587,12.7387,5.3089
KJ Hamler,plehv79,Oliverwkw,2,False,77.4,124.3,4.552941176470589,5.919,5.5286,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,0,,,,,,,,,,,6.87,-0.8,22.6,0.0,50.0,7.1,21.4,21.4,39.4,4.0,52.8,,,,2,0,0,17,17,0.0,,0.5882,0,0,0,0.0,0.0,,,4.5529,5.5286,-5.5286
Kyle Juszczyk,shmuel256,shmuel256,1,False,,529.6,,4.3057,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,,,0,0,0,0.0,0.0,,,,,
Kyle Monangai,LWebs53,shmuel256,3,False,169.0,192.0,8.894736842105264,9.1429,9.3889,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,5.85,7.7,22.8,0.0,0.0,14.3,42.9,42.9,46.17,6.6,6.65,1.8,22.8,0.0,33.3,11.1,27.8,27.8,46.3,74.3,52.8,70.0,81.4,50.4,0,0,7,12,19,0.3684,0.4286,0.3684,0,0,0,88.5,0.0008,12.6429,12.6429,6.7083,7.3182,5.3247
Kyle Philips,plehv79,LWebs53,2,False,1.2,42.9,0.3,3.575,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,,,,,,,,,,,1.15,-0.5,1.7,0.0,100.0,0.0,0.0,0.0,93.1,5.4,6.2,,,,1,0,0,4,4,0.0,,,1,0,0,0.0,0.0,,,0.3,0.4,-0.4
Kyle Pitts,stevenb123,stevenb123,1,False,711.2,734.0,8.174712643678161,9.175,9.3579,0,0,0,0,1,1,0,0,0,2,0,10,0,0,0,0,5.51,1.9,26.9,5.3,2.6,2.6,55.3,34.2,153.28,4.03,7.18,0.0,45.6,5.3,11.8,5.3,51.3,26.3,18.2,38.6,100.0,57.4,55.8,80.0,6,0,38,49,87,0.4368,0.5526,0.6207,2,2,1,345.3,0.003,9.0868,9.0868,7.4673,9.6289,-0.5421
Kyle Rudolph,JacobRosenzweig,JacobRosenzweig,1,False,0.0,417.5,0.0,6.4231,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0,,0.0,0.0,0.0,100.0,0.0,0.0,0.0,-1.13,-1.13,,0.0,0.0,0.0,100.0,0.0,0.0,0.0,,38.6,2.8,,21.7,2.5,3,0,1,3,4,0.25,,,0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0
Kyle Trask,AceMatthew,JacobRosenzweig,3,False,0.0,0.62,0.0,0.1033,,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,6,6,0.0,,0.5,0,0,0,0.0,0.0,,,0.0,,
Kyle Williams,shmuel256,LWebs53,2,False,48.7,54.6,2.864705882352941,2.8737,3.0438,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,4.89,-0.2,14.2,0.0,75.0,0.0,18.8,6.2,69.7,8.0,32.0,,,,0,0,0,17,17,0.0,,0.8235,1,0,0,0.0,0.0,,,2.8647,3.0438,-3.0438
Kyler Murray,shmuel256,shmuel256,2,False,1294.2,1644.1,12.56504854368932,18.473,19.0324,0,5,0,0,0,0,2,0,0,0,6,2,0,0,0,1,7.89,0.0,37.92,11.1,3.2,11.1,58.7,15.9,526.44,8.23,7.81,-0.38,37.92,10.3,4.4,11.8,57.4,16.2,45.9,23.2,86.3,41.5,11.0,80.9,29,0,64,39,103,0.6214,0.7031,0.6602,1,1,0,1213.42,0.0105,18.9597,19.2606,2.0713,16.156,3.1046
Kyren Williams,shmuel256,shmuel256,2,False,820.6,942.1,13.235483870967743,15.4443,15.483,0,0,1,0,0,1,0,2,0,0,4,1,0,3,1,1,6.89,0.7,31.6,9.8,2.4,17.1,58.5,12.2,384.01,9.37,8.32,0.6,38.4,11.3,9.4,15.1,50.9,13.2,17.4,57.1,92.0,55.5,15.0,77.1,6,0,41,21,62,0.6613,0.7561,0.7581,3,3,0,672.2,0.0058,16.3951,16.3951,7.0667,12.3667,4.0284
La'Mical Perine,shmuel256,shmuel256,2,False,22.1,69.6,4.42,4.9714,5.525,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,,,,,,,,,,,3.11,1.7,9.3,0.0,50.0,0.0,25.0,25.0,82.6,73.1,26.4,,,,1,0,0,5,5,0.0,,0.8,1,0,0,0.0,0.0,,,4.42,5.525,-5.525
Ladd McConkey,plehv79,plehv79,1,False,429.0,486.4,11.916666666666666,13.5111,13.0,0,0,0,0,0,1,0,0,1,0,1,3,0,0,0,0,7.08,2.1,29.4,3.7,14.8,14.8,51.9,14.8,190.87,7.07,7.2,2.1,29.4,6.1,12.1,12.1,54.5,15.2,32.9,81.0,71.6,54.7,55.7,64.0,1,0,27,9,36,0.75,0.3704,0.3889,0,0,0,343.9,0.003,12.737,12.737,9.4556,14.1833,-1.4463
Lamar Jackson,stevenb123,shmuel256,3,False,1725.44,2502.8,16.751844660194177,19.8635,20.541,2,8,0,0,0,0,0,0,0,0,25,3,2,0,0,2,9.09,1.18,41.88,17.9,8.3,16.7,47.6,9.5,871.06,10.37,9.09,1.18,41.88,17.9,8.3,16.7,47.6,9.5,18.8,68.4,95.8,20.3,23.5,94.1,13,0,84,19,103,0.8155,0.5952,0.6019,2,2,0,1725.44,0.015,20.541,20.541,0.0,,20.541
Laquon Treadwell,stevenb123,stevenb123,1,False,9.4,231.8,9.4,4.2145,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,,,,,,,,,,,,9.4,9.4,0.0,0.0,0.0,100.0,0.0,,99.0,23.8,,,,0,0,0,1,1,0.0,,,1,0,0,0.0,0.0,,,9.4,9.4,-9.4
Larry Fitzgerald,AceMatthew,AceMatthew,1,False,19.4,463.98,9.7,10.3107,9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,,,,,,,,,,,3.25,7.4,12.0,0.0,0.0,0.0,50.0,50.0,81.0,98.0,28.8,,,,0,0,0,2,2,0.0,,,0,0,0,0.0,0.0,,,9.7,9.7,-9.7
Latavius Murray,shmuel256,LWebs53,3,False,241.1,784.5,8.313793103448276,8.4355,9.2731,0,0,0,0,0,0,0,1,0,0,0,0,0,5,3,0,,,,,,,,,,,5.59,1.7,23.6,0.0,23.1,11.5,30.8,34.6,61.1,73.1,54.2,,,,1,0,0,29,29,0.0,,0.8276,3,0,0,0.0,0.0,,,8.3138,9.2731,-9.2731
Laviska Shenault,stevenb123,shmuel256,2,False,248.3,388.0,7.524242424242424,6.3607,8.8679,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,4.1,4.1,0.0,100.0,0.0,0.0,0.0,-1.63,-1.63,4.37,0.9,17.0,0.0,17.9,0.0,57.1,25.0,73.8,69.2,41.0,,76.7,8.0,3,0,1,32,33,0.0303,,0.4848,1,0,0,4.1,0.0,4.1,4.1,7.6313,9.0444,-4.9444
Le'Veon Bell,JacobRosenzweig,LWebs53,2,False,72.6,326.3,4.270588235294118,9.3229,6.6,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0,,6.6,6.6,0.0,0.0,0.0,0.0,100.0,0.72,0.72,3.56,1.3,14.6,0.0,45.5,0.0,18.2,36.4,80.8,67.7,36.8,,76.4,13.9,5,0,1,16,17,0.0588,,0.3529,0,0,0,6.6,0.0001,6.6,6.6,4.125,6.6,0.0
Leonard Fournette,JacobRosenzweig,AceMatthew,3,False,606.5,1117.6,11.443396226415095,15.3096,14.7927,1,0,1,0,0,0,0,2,0,0,3,1,0,5,3,1,9.54,4.2,44.1,8.7,13.0,17.4,56.5,4.3,209.08,9.09,9.02,0.0,44.1,9.8,14.6,14.6,53.7,7.3,11.1,29.5,94.3,10.0,60.0,92.9,9,0,23,30,53,0.434,0.5652,0.5094,0,0,0,364.4,0.0032,15.8435,15.8435,8.07,13.45,2.3935
LeQuint Allen,stevenb123,stevenb123,2,False,24.8,27.0,1.4588235294117649,1.5,1.55,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,,,,,,,,,,,1.05,0.0,3.6,0.0,100.0,0.0,0.0,0.0,94.2,29.5,11.3,,,,0,0,0,17,17,0.0,,0.5294,0,0,0,0.0,0.0,,,1.4588,1.55,-1.55
Lil'Jordan Humphrey,LWebs53,stevenb123,2,False,8.6,227.8,2.15,4.4667,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,,,,,,,,,,,3.21,0.0,6.8,0.0,75.0,0.0,0.0,25.0,81.8,38.0,18.8,,,,0,0,0,4,4,0.0,,,0,0,0,0.0,0.0,,,2.15,2.15,-2.15
Logan Thomas,stevenb123,BROsenzweig,4,False,228.29999999999998,506.32,6.341666666666666,6.7509,9.132,0,0,0,0,0,1,0,0,0,1,0,2,0,12,6,1,5.41,0.0,16.4,0.0,22.2,11.1,66.7,0.0,21.23,2.36,5.96,0.0,23.1,4.0,20.0,8.0,56.0,12.0,45.5,38.6,64.8,61.7,21.7,46.7,9,0,9,27,36,0.25,0.4444,0.4722,1,1,0,77.0,0.0007,8.5556,8.5556,5.6037,9.4562,-0.9006
Luke McCaffrey,LWebs53,LWebs53,3,False,66.6,86.1,2.775,3.5875,3.0273,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,,,,,,,,,,,3.22,0.0,10.3,0.0,68.2,0.0,9.1,22.7,81.4,38.0,25.2,,,,1,0,0,24,24,0.0,,0.3333,0,0,0,0.0,0.0,,,2.775,3.0273,-3.0273
Luke Musgrave,LWebs53,BROsenzweig,2,False,85.5,155.4,3.1666666666666665,4.5706,5.0294,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0,,8.0,8.0,0.0,0.0,0.0,100.0,0.0,6.57,6.57,4.23,-0.1,14.1,0.0,41.2,0.0,41.2,17.6,77.9,3.4,37.5,,91.7,21.7,9,0,1,26,27,0.037,,0.6667,1,1,0,8.0,0.0001,8.0,8.0,2.9808,4.8438,3.1562
Luke Schoonmaker,BROsenzweig,BROsenzweig,1,False,27.8,114.7,1.5444444444444445,2.8675,1.6353,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,,,,,,,,,,,2.86,0.0,10.3,0.0,88.2,0.0,11.8,0.0,92.2,38.6,25.0,,,,0,0,0,18,18,0.0,,0.3333,0,0,0,0.0,0.0,,,1.5444,1.6353,-1.6353
Luther Burden,LWebs53,LWebs53,2,False,136.1,155.8,7.163157894736842,8.2,8.5062,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2.33,6.2,9.5,0.0,0.0,0.0,50.0,50.0,7.29,3.65,7.31,0.7,27.8,6.2,31.2,6.2,37.5,18.8,29.9,68.4,65.6,96.9,87.7,18.0,2,0,2,17,19,0.1053,,0.2632,0,0,0,15.7,0.0001,7.85,7.85,7.0824,8.6,-0.75
Lynn Bowden,stevenb123,stevenb123,2,False,14.2,75.08,7.1,4.4165,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,,,,,,,,,,,4.95,3.6,10.6,0.0,50.0,0.0,50.0,0.0,68.8,91.0,25.8,,,,0,0,0,2,2,0.0,,,1,0,0,0.0,0.0,,,7.1,7.1,-7.1
Mac Jones,shmuel256,LWebs53,3,False,465.16,732.28,9.493061224489797,11.0952,10.8177,0,0,0,0,0,0,4,0,0,0,0,0,0,4,2,2,1.87,11.1,13.74,0.0,0.0,0.0,50.0,50.0,6.36,3.18,7.29,-1.6,24.14,0.0,34.9,2.3,37.2,25.6,59.4,12.6,44.2,98.3,83.8,11.8,3,0,2,47,49,0.0408,,0.551,1,0,0,24.84,0.0002,12.42,12.42,9.3685,10.7395,1.6805
Mack Hollins,Oliverwkw,Oliverwkw,1,False,6.3,588.06,6.3,5.6006,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,,,,,,,,,,,,6.3,6.3,0.0,0.0,0.0,0.0,100.0,,97.0,16.2,,,,0,0,0,1,1,0.0,,,0,0,0,0.0,0.0,,,6.3,6.3,-6.3
Makai Lemon,plehv79,plehv79,1,False,4.4,4.4,2.2,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.9,1.9,0.0,100.0,0.0,0.0,0.0,-2.19,-2.19,0.42,1.9,2.5,0.0,100.0,0.0,0.0,0.0,96.8,78.6,8.6,,53.3,4.7,0,0,1,1,2,0.5,,,0,0,0,1.9,0.0,1.9,1.9,2.5,2.5,-0.6
Malachi Corley,AceMatthew,AceMatthew,1,False,5.2,36.8,0.3058823529411765,1.9368,0.4727,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,,,,,,0.75,-0.2,2.0,0.0,100.0,0.0,0.0,0.0,95.7,8.0,7.2,,,,5,0,0,17,17,0.0,,0.4706,0,0,0,0.0,0.0,,,0.3059,0.4727,-0.4727
Malachi Fields,LWebs53,LWebs53,1,True,9.5,9.5,4.75,4.75,4.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0.35,4.5,5.0,0.0,0.0,0.0,0.0,100.0,97.4,93.8,13.8,,,,0,0,0,2,2,0.0,,,0,0,0,0.0,0.0,,,4.75,4.75,-4.75
Malcolm Brown,Oliverwkw,shmuel256,2,False,104.3,259.2,7.45,4.6286,8.0231,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,1,,19.1,19.1,0.0,0.0,0.0,100.0,0.0,11.91,11.91,7.25,1.9,26.0,0.0,61.5,7.7,23.1,7.7,32.4,75.0,62.7,,97.9,42.5,0,0,1,13,14,0.0714,,0.6429,1,0,0,19.1,0.0002,19.1,19.1,6.5538,7.1,12.0
Malik Davis,plehv79,plehv79,2,False,0.0,75.0,0.0,4.4118,,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,2,2,0.0,,,0,0,0,0.0,0.0,,,0.0,,
Malik Nabers,BROsenzweig,BROsenzweig,1,False,326.3,343.7,9.06388888888889,16.3667,16.315,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,10.46,1.1,37.7,21.1,15.8,10.5,52.6,0.0,204.51,10.76,10.24,1.1,37.7,20.0,15.0,10.0,55.0,0.0,2.6,69.6,90.4,7.8,40.0,86.0,14,0,19,17,36,0.5278,0.5263,0.6111,0,0,0,314.7,0.0027,16.5632,16.5632,0.6824,11.6,4.9632
Malik Washington,AceMatthew,AceMatthew,3,False,119.4,186.5,5.685714285714286,5.6515,6.6333,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,,,,,,,,,,,3.02,1.5,13.6,0.0,27.8,0.0,33.3,38.9,83.5,72.8,31.6,,,,2,0,0,21,21,0.0,,0.7143,1,0,0,0.0,0.0,,,5.6857,6.6333,-6.6333
Malik Willis,LWebs53,AceMatthew,2,False,78.03999999999999,151.56,3.9019999999999997,7.2171,4.1074,0,0,0,0,0,0,1,0,0,0,0,0,0,4,2,0,,,,,,,,,,,8.25,-2.4,31.52,5.3,78.9,0.0,5.3,10.5,30.6,5.3,65.3,,,,0,0,0,20,20,0.0,,0.8,1,0,0,0.0,0.0,,,3.902,4.1074,-4.1074
Marcus Mariota,LWebs53,AceMatthew,2,False,2.86,661.72,2.86,10.6729,2.86,0,0,0,0,0,0,0,0,0,0,0,1,0,6,3,0,,2.86,2.86,0.0,100.0,0.0,0.0,0.0,-4.46,-4.46,,2.86,2.86,0.0,100.0,0.0,0.0,0.0,,85.3,9.5,,47.1,1.5,0,0,1,0,1,1.0,,,1,1,0,2.86,0.0,2.86,2.86,,,2.86
Mark Andrews,JacobRosenzweig,shmuel256,4,False,1086.7,1500.4,10.550485436893204,11.4534,12.3489,0,0,0,0,9,1,0,0,0,4,6,17,0,0,0,3,8.66,0.0,41.7,14.1,8.5,15.5,45.1,16.9,520.58,7.23,8.36,0.0,41.7,12.5,8.0,15.9,44.3,19.3,9.1,38.6,96.6,12.8,21.7,96.7,9,0,72,31,103,0.699,0.4306,0.4175,0,0,0,895.6,0.0078,12.4389,12.6141,6.1645,11.2412,1.3729
Mark Ingram,JacobRosenzweig,LWebs53,2,False,112.8,610.6,4.338461538461538,9.5406,6.6353,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2,0,3.65,3.6,10.7,0.0,33.3,0.0,33.3,33.3,-4.1,-1.37,6.04,0.0,20.8,0.0,58.8,5.9,23.5,11.8,56.1,29.5,49.8,90.0,55.4,21.1,8,0,3,23,26,0.1154,,0.4615,0,0,0,20.0,0.0002,6.6667,6.6667,4.0348,6.6286,0.0381
Marlon Mack,shmuel256,AceMatthew,3,False,10.8,447.2,2.7,10.9073,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,,,,,,,,,,,4.53,2.2,8.6,0.0,50.0,0.0,0.0,50.0,72.1,76.9,24.3,,,,2,0,0,4,4,0.0,,,1,0,0,0.0,0.0,,,2.7,5.4,-5.4
Marquez Callaway,Oliverwkw,Oliverwkw,1,False,151.79999999999998,231.9,8.92941176470588,6.2676,9.4875,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,6.0,6.0,0.0,0.0,0.0,0.0,100.0,0.88,0.88,6.15,2.3,24.5,0.0,18.8,6.2,50.0,25.0,52.8,83.4,59.6,,86.7,10.7,0,0,1,16,17,0.0588,,0.5882,0,0,0,6.0,0.0001,6.0,6.0,9.1125,9.72,-3.72
Marquez Valdes-Scantling,BROsenzweig,LWebs53,3,False,148.6,808.0,6.191666666666666,6.623,7.0762,0,0,0,0,0,0,0,0,0,0,0,2,0,13,7,0,5.61,0.0,15.0,0.0,50.0,0.0,50.0,0.0,2.3,0.38,5.14,0.0,16.7,0.0,38.1,0.0,57.1,4.8,66.5,38.0,39.2,75.8,19.3,29.3,1,0,6,18,24,0.25,0.5,0.4583,2,0,0,37.6,0.0003,6.2667,6.2667,6.1667,7.4,-1.1333
Marquise Brown,LWebs53,LWebs53,3,False,782.5,1061.5,8.413978494623656,11.0573,11.8561,0,0,0,1,0,0,0,0,2,0,1,5,0,2,2,1,6.23,3.3,28.0,3.3,13.3,13.3,53.3,16.7,174.16,5.81,6.73,0.0,33.5,3.0,13.6,10.6,62.1,10.6,42.0,38.0,84.0,71.9,66.0,57.3,22,0,30,63,93,0.3226,0.3667,0.4301,1,1,0,344.7,0.003,11.49,11.49,6.9492,12.1611,-0.6711
MarShawn Lloyd,plehv79,AceMatthew,2,False,15.1,15.1,0.5392857142857143,5.0333,5.0333,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,,,,,,,,,,,3.12,2.8,8.6,0.0,66.7,0.0,0.0,33.3,82.1,81.6,24.3,,,,23,0,0,28,28,0.0,,0.5357,0,0,0,0.0,0.0,,,0.5393,5.0333,-5.0333
